Bowler Type,Variation,Length,Pitch,Phase,Shot,Dot,1,2,3,4,6,Wicket,Extra
Medium,Slower,Yorker,Dry,Middle Phase,Slog,26.57,13.27,2.65,0.0,22.12,17.7,15.04,2.65
Medium,Slower,Yorker,Dry,Middle Phase,Loft,40.0,20.0,5.0,0.0,15.0,5.0,12.0,3.0
Medium,Slower,Yorker,Dry,Death,Drive,16.96,21.19,5.93,0.0,25.42,15.25,12.71,2.54
Medium,Slower,Yorker,Dry,Death,Cut,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Dry,Death,Pull,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Dry,Death,Leg Glance,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Dry,Death,Flick,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Dry,Death,Sweep,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Dry,Death,Switch hit,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Dry,Death,Slog,11.73,11.72,2.34,0.0,27.34,27.34,17.19,2.34
Medium,Slower,Yorker,Dry,Death,Loft,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Dusty,PowerPlay,Drive,28.57,23.81,6.67,0.0,23.81,4.76,9.52,2.86
Medium,Slower,Yorker,Dusty,PowerPlay,Cut,34.32,19.61,4.9,0.0,19.61,6.86,11.76,2.94
Medium,Slower,Yorker,Dusty,PowerPlay,Pull,34.32,19.61,4.9,0.0,19.61,6.86,11.76,2.94
Medium,Slower,Yorker,Dusty,PowerPlay,Leg Glance,34.32,19.61,4.9,0.0,19.61,6.86,11.76,2.94
Medium,Slower,Yorker,Dusty,PowerPlay,Flick,34.32,19.61,4.9,0.0,19.61,6.86,11.76,2.94
Medium,Slower,Yorker,Dusty,PowerPlay,Sweep,34.32,19.61,4.9,0.0,19.61,6.86,11.76,2.94
Medium,Slower,Yorker,Dusty,PowerPlay,Switch hit,34.32,19.61,4.9,0.0,19.61,6.86,11.76,2.94
Medium,Slower,Yorker,Dusty,PowerPlay,Slog,21.74,13.04,2.61,0.0,26.09,19.13,14.78,2.61
Medium,Slower,Yorker,Dusty,PowerPlay,Loft,34.32,19.61,4.9,0.0,19.61,6.86,11.76,2.94
Medium,Slower,Yorker,Dusty,Middle Phase,Drive,33.98,24.27,6.8,0.0,19.42,2.91,9.71,2.91
Medium,Slower,Yorker,Dusty,Middle Phase,Cut,40.0,20.0,5.0,0.0,15.0,5.0,12.0,3.0
Medium,Slower,Yorker,Dusty,Middle Phase,Pull,40.0,20.0,5.0,0.0,15.0,5.0,12.0,3.0
Medium,Slower,Yorker,Dusty,Middle Phase,Leg Glance,40.0,20.0,5.0,0.0,15.0,5.0,12.0,3.0
Medium,Slower,Yorker,Dusty,Middle Phase,Flick,40.0,20.0,5.0,0.0,15.0,5.0,12.0,3.0
Medium,Slower,Yorker,Dusty,Middle Phase,Sweep,40.0,20.0,5.0,0.0,15.0,5.0,12.0,3.0
Medium,Slower,Yorker,Dusty,Middle Phase,Switch hit,40.0,20.0,5.0,0.0,15.0,5.0,12.0,3.0
Medium,Slower,Yorker,Dusty,Middle Phase,Slog,26.57,13.27,2.65,0.0,22.12,17.7,15.04,2.65
Medium,Slower,Yorker,Dusty,Middle Phase,Loft,40.0,20.0,5.0,0.0,15.0,5.0,12.0,3.0
Medium,Slower,Yorker,Dusty,Death,Drive,16.96,21.19,5.93,0.0,25.42,15.25,12.71,2.54
Medium,Slower,Yorker,Dusty,Death,Cut,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Dusty,Death,Pull,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Dusty,Death,Leg Glance,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Dusty,Death,Flick,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Dusty,Death,Sweep,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Dusty,Death,Switch hit,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Dusty,Death,Slog,11.73,11.72,2.34,0.0,27.34,27.34,17.19,2.34
Medium,Slower,Yorker,Dusty,Death,Loft,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Hard,PowerPlay,Drive,28.57,23.81,6.67,0.0,23.81,4.76,9.52,2.86
Medium,Slower,Yorker,Hard,PowerPlay,Cut,34.32,19.61,4.9,0.0,19.61,6.86,11.76,2.94
Medium,Slower,Yorker,Hard,PowerPlay,Pull,34.32,19.61,4.9,0.0,19.61,6.86,11.76,2.94
Medium,Slower,Yorker,Hard,PowerPlay,Leg Glance,34.32,19.61,4.9,0.0,19.61,6.86,11.76,2.94
Medium,Slower,Yorker,Hard,PowerPlay,Flick,34.32,19.61,4.9,0.0,19.61,6.86,11.76,2.94
Medium,Slower,Yorker,Hard,PowerPlay,Sweep,34.32,19.61,4.9,0.0,19.61,6.86,11.76,2.94
Medium,Slower,Yorker,Hard,PowerPlay,Switch hit,34.32,19.61,4.9,0.0,19.61,6.86,11.76,2.94
Medium,Slower,Yorker,Hard,PowerPlay,Slog,21.74,13.04,2.61,0.0,26.09,19.13,14.78,2.61
Medium,Slower,Yorker,Hard,PowerPlay,Loft,34.32,19.61,4.9,0.0,19.61,6.86,11.76,2.94
Medium,Slower,Yorker,Hard,Middle Phase,Drive,33.98,24.27,6.8,0.0,19.42,2.91,9.71,2.91
Medium,Slower,Yorker,Hard,Middle Phase,Cut,40.0,20.0,5.0,0.0,15.0,5.0,12.0,3.0
Medium,Slower,Yorker,Hard,Middle Phase,Pull,40.0,20.0,5.0,0.0,15.0,5.0,12.0,3.0
Medium,Slower,Yorker,Hard,Middle Phase,Leg Glance,40.0,20.0,5.0,0.0,15.0,5.0,12.0,3.0
Medium,Slower,Yorker,Hard,Middle Phase,Flick,40.0,20.0,5.0,0.0,15.0,5.0,12.0,3.0
Medium,Slower,Yorker,Hard,Middle Phase,Sweep,40.0,20.0,5.0,0.0,15.0,5.0,12.0,3.0
Medium,Slower,Yorker,Hard,Middle Phase,Switch hit,40.0,20.0,5.0,0.0,15.0,5.0,12.0,3.0
Medium,Slower,Yorker,Hard,Middle Phase,Slog,26.57,13.27,2.65,0.0,22.12,17.7,15.04,2.65
Medium,Slower,Yorker,Hard,Middle Phase,Loft,40.0,20.0,5.0,0.0,15.0,5.0,12.0,3.0
Medium,Slower,Yorker,Hard,Death,Drive,16.96,21.19,5.93,0.0,25.42,15.25,12.71,2.54
Medium,Slower,Yorker,Hard,Death,Cut,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Hard,Death,Pull,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Hard,Death,Leg Glance,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Hard,Death,Flick,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Hard,Death,Sweep,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Hard,Death,Switch hit,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Hard,Death,Slog,11.73,11.72,2.34,0.0,27.34,27.34,17.19,2.34
Medium,Slower,Yorker,Hard,Death,Loft,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Flat,PowerPlay,Drive,28.57,23.81,6.67,0.0,23.81,4.76,9.52,2.86
Medium,Slower,Yorker,Flat,PowerPlay,Cut,34.32,19.61,4.9,0.0,19.61,6.86,11.76,2.94
Medium,Slower,Yorker,Flat,PowerPlay,Pull,34.32,19.61,4.9,0.0,19.61,6.86,11.76,2.94
Medium,Slower,Yorker,Flat,PowerPlay,Leg Glance,34.32,19.61,4.9,0.0,19.61,6.86,11.76,2.94
Medium,Slower,Yorker,Flat,PowerPlay,Flick,34.32,19.61,4.9,0.0,19.61,6.86,11.76,2.94
Medium,Slower,Yorker,Flat,PowerPlay,Sweep,34.32,19.61,4.9,0.0,19.61,6.86,11.76,2.94
Medium,Slower,Yorker,Flat,PowerPlay,Switch hit,34.32,19.61,4.9,0.0,19.61,6.86,11.76,2.94
Medium,Slower,Yorker,Flat,PowerPlay,Slog,21.74,13.04,2.61,0.0,26.09,19.13,14.78,2.61
Medium,Slower,Yorker,Flat,PowerPlay,Loft,34.32,19.61,4.9,0.0,19.61,6.86,11.76,2.94
Medium,Slower,Yorker,Flat,Middle Phase,Drive,33.98,24.27,6.8,0.0,19.42,2.91,9.71,2.91
Medium,Slower,Yorker,Flat,Middle Phase,Cut,40.0,20.0,5.0,0.0,15.0,5.0,12.0,3.0
Medium,Slower,Yorker,Flat,Middle Phase,Pull,40.0,20.0,5.0,0.0,15.0,5.0,12.0,3.0
Medium,Slower,Yorker,Flat,Middle Phase,Leg Glance,40.0,20.0,5.0,0.0,15.0,5.0,12.0,3.0
Medium,Slower,Yorker,Flat,Middle Phase,Flick,40.0,20.0,5.0,0.0,15.0,5.0,12.0,3.0
Medium,Slower,Yorker,Flat,Middle Phase,Sweep,40.0,20.0,5.0,0.0,15.0,5.0,12.0,3.0
Medium,Slower,Yorker,Flat,Middle Phase,Switch hit,40.0,20.0,5.0,0.0,15.0,5.0,12.0,3.0
Medium,Slower,Yorker,Flat,Middle Phase,Slog,26.57,13.27,2.65,0.0,22.12,17.7,15.04,2.65
Medium,Slower,Yorker,Flat,Middle Phase,Loft,40.0,20.0,5.0,0.0,15.0,5.0,12.0,3.0
Medium,Slower,Yorker,Flat,Death,Drive,16.96,21.19,5.93,0.0,25.42,15.25,12.71,2.54
Medium,Slower,Yorker,Flat,Death,Cut,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Flat,Death,Pull,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Flat,Death,Leg Glance,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Flat,Death,Flick,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Flat,Death,Sweep,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Flat,Death,Switch hit,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Slower,Yorker,Flat,Death,Slog,11.73,11.72,2.34,0.0,27.34,27.34,17.19,2.34
Medium,Slower,Yorker,Flat,Death,Loft,21.74,17.39,4.35,0.0,21.74,17.39,14.78,2.61
Medium,Knuckle,Good Length,Green,PowerPlay,Drive,36.7,27.52,6.42,0.0,15.6,0.0,11.93,1.83
Medium,Knuckle,Good Length,Green,PowerPlay,Cut,43.27,24.04,4.81,0.0,11.54,0.0,14.42,1.92
Medium,Knuckle,Good Length,Green,PowerPlay,Pull,43.27,24.04,4.81,0.0,11.54,0.0,14.42,1.92
Medium,Knuckle,Good Length,Green,PowerPlay,Leg Glance,43.27,24.04,4.81,0.0,11.54,0.0,14.42,1.92
Medium,Knuckle,Good Length,Green,PowerPlay,Flick,43.27,24.04,4.81,0.0,11.54,0.0,14.42,1.92
Medium,Knuckle,Good Length,Green,PowerPlay,Sweep,43.27,24.04,4.81,0.0,11.54,0.0,14.42,1.92
Medium,Knuckle,Good Length,Green,PowerPlay,Switch hit,43.27,24.04,4.81,0.0,11.54,0.0,14.42,1.92
Medium,Knuckle,Good Length,Green,PowerPlay,Slog,29.93,17.09,2.56,0.0,18.8,12.82,17.09,1.71
Medium,Knuckle,Good Length,Green,PowerPlay,Loft,43.27,24.04,4.81,0.0,11.54,0.0,14.42,1.92
Medium,Knuckle,Good Length,Green,Middle Phase,Drive,41.29,27.52,6.42,0.0,11.01,0.0,11.93,1.83
Medium,Knuckle,Good Length,Green,Middle Phase,Cut,48.08,24.04,4.81,0.0,6.73,0.0,14.42,1.92
Medium,Knuckle,Good Length,Green,Middle Phase,Pull,48.08,24.04,4.81,0.0,6.73,0.0,14.42,1.92
Medium,Knuckle,Good Length,Green,Middle Phase,Leg Glance,48.08,24.04,4.81,0.0,6.73,0.0,14.42,1.92
Medium,Knuckle,Good Length,Green,Middle Phase,Flick,48.08,24.04,4.81,0.0,6.73,0.0,14.42,1.92
Medium,Knuckle,Good Length,Green,Middle Phase,Sweep,48.08,24.04,4.81,0.0,6.73,0.0,14.42,1.92
Medium,Knuckle,Good Length,Green,Middle Phase,Switch hit,48.08,24.04,4.81,0.0,6.73,0.0,14.42,1.92
Medium,Knuckle,Good Length,Green,Middle Phase,Slog,34.79,17.39,2.61,0.0,14.78,11.3,17.39,1.74
Medium,Knuckle,Good Length,Green,Middle Phase,Loft,48.08,24.04,4.81,0.0,6.73,0.0,14.42,1.92
Medium,Knuckle,Good Length,Green,Death,Drive,25.0,25.0,5.83,0.0,18.33,9.17,15.0,1.67
Medium,Knuckle,Good Length,Green,Death,Cut,29.92,21.37,4.27,0.0,14.53,11.11,17.09,1.71
Medium,Knuckle,Good Length,Green,Death,Pull,29.92,21.37,4.27,0.0,14.53,11.11,17.09,1.71
Medium,Knuckle,Good Length,Green,Death,Leg Glance,29.92,21.37,4.27,0.0,14.53,11.11,17.09,1.71
Medium,Knuckle,Good Length,Green,Death,Flick,29.92,21.37,4.27,0.0,14.53,11.11,17.09,1.71
Medium,Knuckle,Good Length,Green,Death,Sweep,29.92,21.37,4.27,0.0,14.53,11.11,17.09,1.71
Medium,Knuckle,Good Length,Green,Death,Switch hit,29.92,21.37,4.27,0.0,14.53,11.11,17.09,1.71
Medium,Knuckle,Good Length,Green,Death,Slog,19.23,15.38,2.31,0.0,20.77,21.54,19.23,1.54
Medium,Knuckle,Good Length,Green,Death,Loft,29.92,21.37,4.27,0.0,14.53,11.11,17.09,1.71
Medium,Knuckle,Good Length,Dry,PowerPlay,Drive,32.71,28.04,6.54,0.0,20.56,2.8,7.48,1.87
Medium,Knuckle,Good Length,Dry,PowerPlay,Cut,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Dry,PowerPlay,Pull,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Dry,PowerPlay,Leg Glance,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Dry,PowerPlay,Flick,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Dry,PowerPlay,Sweep,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Dry,PowerPlay,Switch hit,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Dry,PowerPlay,Slog,25.65,17.09,2.56,0.0,23.08,17.09,12.82,1.71
Medium,Knuckle,Good Length,Dry,PowerPlay,Loft,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Dry,Middle Phase,Drive,38.1,28.57,6.67,0.0,16.19,0.95,7.62,1.9
Medium,Knuckle,Good Length,Dry,Middle Phase,Cut,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Dry,Middle Phase,Pull,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Dry,Middle Phase,Leg Glance,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Dry,Middle Phase,Flick,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Dry,Middle Phase,Sweep,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Dry,Middle Phase,Switch hit,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Dry,Middle Phase,Slog,30.44,17.39,2.61,0.0,19.13,15.65,13.04,1.74
Medium,Knuckle,Good Length,Dry,Middle Phase,Loft,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Dry,Death,Drive,20.84,25.0,5.83,0.0,22.5,13.33,10.83,1.67
Medium,Knuckle,Good Length,Dry,Death,Cut,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Dry,Death,Pull,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Dry,Death,Leg Glance,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Dry,Death,Flick,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Dry,Death,Sweep,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Dry,Death,Switch hit,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Dry,Death,Slog,15.39,15.38,2.31,0.0,24.62,25.38,15.38,1.54
Medium,Knuckle,Good Length,Dry,Death,Loft,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Dusty,PowerPlay,Drive,32.71,28.04,6.54,0.0,20.56,2.8,7.48,1.87
Medium,Knuckle,Good Length,Dusty,PowerPlay,Cut,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Dusty,PowerPlay,Pull,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Dusty,PowerPlay,Leg Glance,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Dusty,PowerPlay,Flick,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Dusty,PowerPlay,Sweep,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Dusty,PowerPlay,Switch hit,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Dusty,PowerPlay,Slog,25.65,17.09,2.56,0.0,23.08,17.09,12.82,1.71
Medium,Knuckle,Good Length,Dusty,PowerPlay,Loft,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Dusty,Middle Phase,Drive,38.1,28.57,6.67,0.0,16.19,0.95,7.62,1.9
Medium,Knuckle,Good Length,Dusty,Middle Phase,Cut,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Dusty,Middle Phase,Pull,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Dusty,Middle Phase,Leg Glance,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Dusty,Middle Phase,Flick,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Dusty,Middle Phase,Sweep,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Dusty,Middle Phase,Switch hit,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Dusty,Middle Phase,Slog,30.44,17.39,2.61,0.0,19.13,15.65,13.04,1.74
Medium,Knuckle,Good Length,Dusty,Middle Phase,Loft,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Dusty,Death,Drive,20.84,25.0,5.83,0.0,22.5,13.33,10.83,1.67
Medium,Knuckle,Good Length,Dusty,Death,Cut,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Dusty,Death,Pull,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Dusty,Death,Leg Glance,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Dusty,Death,Flick,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Dusty,Death,Sweep,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Dusty,Death,Switch hit,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Dusty,Death,Slog,15.39,15.38,2.31,0.0,24.62,25.38,15.38,1.54
Medium,Knuckle,Good Length,Dusty,Death,Loft,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Hard,PowerPlay,Drive,32.71,28.04,6.54,0.0,20.56,2.8,7.48,1.87
Medium,Knuckle,Good Length,Hard,PowerPlay,Cut,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Hard,PowerPlay,Pull,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Hard,PowerPlay,Leg Glance,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Hard,PowerPlay,Flick,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Hard,PowerPlay,Sweep,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Hard,PowerPlay,Switch hit,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Hard,PowerPlay,Slog,25.65,17.09,2.56,0.0,23.08,17.09,12.82,1.71
Medium,Knuckle,Good Length,Hard,PowerPlay,Loft,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Hard,Middle Phase,Drive,38.1,28.57,6.67,0.0,16.19,0.95,7.62,1.9
Medium,Knuckle,Good Length,Hard,Middle Phase,Cut,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Hard,Middle Phase,Pull,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Hard,Middle Phase,Leg Glance,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Hard,Middle Phase,Flick,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Hard,Middle Phase,Sweep,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Hard,Middle Phase,Switch hit,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Hard,Middle Phase,Slog,30.44,17.39,2.61,0.0,19.13,15.65,13.04,1.74
Medium,Knuckle,Good Length,Hard,Middle Phase,Loft,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Hard,Death,Drive,20.84,25.0,5.83,0.0,22.5,13.33,10.83,1.67
Medium,Knuckle,Good Length,Hard,Death,Cut,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Hard,Death,Pull,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Hard,Death,Leg Glance,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Hard,Death,Flick,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Hard,Death,Sweep,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Hard,Death,Switch hit,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Hard,Death,Slog,15.39,15.38,2.31,0.0,24.62,25.38,15.38,1.54
Medium,Knuckle,Good Length,Hard,Death,Loft,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Flat,PowerPlay,Drive,32.71,28.04,6.54,0.0,20.56,2.8,7.48,1.87
Medium,Knuckle,Good Length,Flat,PowerPlay,Cut,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Flat,PowerPlay,Pull,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Flat,PowerPlay,Leg Glance,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Flat,PowerPlay,Flick,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Flat,PowerPlay,Sweep,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Flat,PowerPlay,Switch hit,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Flat,PowerPlay,Slog,25.65,17.09,2.56,0.0,23.08,17.09,12.82,1.71
Medium,Knuckle,Good Length,Flat,PowerPlay,Loft,38.45,24.04,4.81,0.0,16.35,4.81,9.62,1.92
Medium,Knuckle,Good Length,Flat,Middle Phase,Drive,38.1,28.57,6.67,0.0,16.19,0.95,7.62,1.9
Medium,Knuckle,Good Length,Flat,Middle Phase,Cut,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Flat,Middle Phase,Pull,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Flat,Middle Phase,Leg Glance,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Flat,Middle Phase,Flick,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Flat,Middle Phase,Sweep,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Flat,Middle Phase,Switch hit,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Flat,Middle Phase,Slog,30.44,17.39,2.61,0.0,19.13,15.65,13.04,1.74
Medium,Knuckle,Good Length,Flat,Middle Phase,Loft,44.13,24.51,4.9,0.0,11.76,2.94,9.8,1.96
Medium,Knuckle,Good Length,Flat,Death,Drive,20.84,25.0,5.83,0.0,22.5,13.33,10.83,1.67
Medium,Knuckle,Good Length,Flat,Death,Cut,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Flat,Death,Pull,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Flat,Death,Leg Glance,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Flat,Death,Flick,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Flat,Death,Sweep,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Flat,Death,Switch hit,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Good Length,Flat,Death,Slog,15.39,15.38,2.31,0.0,24.62,25.38,15.38,1.54
Medium,Knuckle,Good Length,Flat,Death,Loft,25.65,21.37,4.27,0.0,18.8,15.38,12.82,1.71
Medium,Knuckle,Full Length,Green,PowerPlay,Drive,33.32,23.81,6.67,0.0,19.05,0.0,14.29,2.86
Medium,Knuckle,Full Length,Green,PowerPlay,Cut,39.21,19.61,4.9,0.0,14.71,1.96,16.67,2.94
Medium,Knuckle,Full Length,Green,PowerPlay,Pull,39.21,19.61,4.9,0.0,14.71,1.96,16.67,2.94
